,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
213,Luciano Narsingh Twente,31, AM(LR),FW,13(4),1132,0.5,0.5,0.2,-,0.2,0.4,-,-,6.58
214,Sam Kersten PEC Zwolle,23, D(C),,28,2399,1.2,1.8,0.9,0.5,3.5,0.3,0.6,-,6.58
215,Lars Nieuwpoort RKC Waalwijk,27, D(C),,2(1),193,2.0,0.7,0.7,0.3,2.7,1.3,1.3,-,6.58
216,Zinedine Machach VVV-Venlo,25, AM(C),,18(6),1478,1.0,0.3,1.6,-,0.2,0.8,0.2,-,6.58
217,Ola John RKC Waalwijk,29, AM(LR),,16(7),1070,0.3,0.2,0.1,-,0.1,0.1,-,-,6.58
218,Sinan Bakis Heracles,27, FW,,20(7),1648,0.5,0.2,0.9,-,0.3,0.4,-,-,6.58
219,Daniël van Kaam FC Groningen,21, DMC,,29(3),2561,1.3,1.2,0.3,0.1,0.8,0.8,0.3,-,6.58
220,Luciano Carty FC Emmen,20, Forward,,0(2),55,-,-,0.5,-,0.5,-,-,-,6.57
221,Enzo Cornelisse Vitesse,19, D(C),,4(2),337,1.2,1,0.3,0.2,1.3,0.7,0.8,-,6.57
222,Leon Guwara VVV-Venlo,25, D(L),M(L),16,1376,1.6,1.7,0.6,0.1,2,0.4,0.3,-,6.57
223,Thomas Bruns Vitesse,29, AM(CL),,14(7),1166,1.8,0.7,1,-,0.4,1,0.1,-,6.57
224,Hamdi Akujobi SC Heerenveen,21, Midfielder,,3(3),337,1.8,1.2,0.8,-,1.2,-,0.8,-,6.57
225,Marco Bizot AZ Alkmaar,30, GK,,33,2965,-,-,0.1,-,0.8,-,-,-,6.56
226,Emil Hansson Fortuna Sittard,23, AM(LR),,17(15),1605,0.9,0.1,0.3,-,0.3,0.8,-,-,6.56
227,Shaquille Pinas ADO Den Haag,23, D(C),,24(3),2199,1.3,1.7,1,0.5,3.3,0.9,1.3,1,6.56
228,Martin Fraisl ADO Den Haag,28, GK,,15,1350,-,-,-,-,0.9,0.1,-,-,6.56
229,Othmane Boussaid FC Utrecht,21, AM(LR),,16(10),1317,1,0.8,0.3,-,-,0.4,-,-,6.55
230,Benjamin Nygren SC Heerenveen,20, AM(R),,15(13),1280,1,0.2,0.6,-,0.4,0.8,-,-,6.55
231,Wout Brama Twente,35, DMC,,17(3),1556,1.3,1.2,1.2,0.1,1.0,0.6,0.3,-,6.55
232,Maduka Okoye Sparta Rotterdam,22, GK,,28,2520,-,-,-,-,0.5,-,-,-,6.55
233,Joël Drommel Twente,25, GK,,34,3060,-,0.1,0.1,-,0.9,-,-,1,6.55
234,Thomas van den Belt PEC Zwolle,20, DMC,,4(5),430,1.4,1.6,0.4,-,1.4,0.9,0.1,-,6.54
235,Deroy Duarte Sparta Rotterdam,22, AM(CLR),,19(10),1658,1.5,0.5,0.8,-,0.7,0.9,0.1,-,6.54
236,Martin Angha Fortuna Sittard,27, D(CR),,31(1),2764,1.4,1.4,1.1,0.8,3.8,1.1,0.6,-,6.54
237,Mustafa Saymak PEC Zwolle,28, M(CLR),,18(6),1552,1.5,0.9,0.9,-,0.5,2.1,-,-,6.54
238,Achraf El Bouchataoui Feyenoord,21, Midfielder,,1(2),103,-,0.3,-,-,0.3,0.3,0.3,-,6.54
239,Ché Nunnely Willem II,22, AM(R),,28(4),2187,0.8,0.4,0.4,-,0.2,0.7,-,-,6.54
240,Thomas Buitink PEC Zwolle,21, FW,,9,593,0.7,0.2,0.8,-,0.2,0.4,0.1,-,6.54
241,Alois Dominik Oroz Vitesse,21, Defender,,3(4),266,1.1,1,0.3,0.1,0.6,0.4,0.1,-,6.53
242,Thorsten Kirschbaum VVV-Venlo,34, GK,,29,2566,-,-,-,-,0.6,-,-,-,6.53
243,Slobodan Tedic PEC Zwolle,21, FW,,10(5),920,0.7,0.3,0.5,-,0.6,0.5,-,-,6.53
244,Boy Kemper ADO Den Haag,22, D(CL),,24(2),2027,1.5,1.5,0.6,0.3,3.2,0.5,0.8,-,6.53
245,Yukinari Sugawara AZ Alkmaar,21, D(R),M(R),17(8),1645,1.2,1.2,0.5,0.2,1.3,0.8,0.1,-,6.53
246,Luuk Wouters RKC Waalwijk,22, D(L),,9(2),809,1.7,1.8,0.5,0.4,2.7,1.2,0.4,-,6.52
247,Armando Obispo PSV Eindhoven,22, D(C),,1(4),158,0.8,0.4,-,0.4,1.2,0.2,0.8,-,6.52
248,Brian Brobbey Ajax,19, Forward,,1(11),195,0.1,0.1,0.3,-,0.1,0.1,-,-,6.52
249,Lennerd Daneels RKC Waalwijk,23, AM(LR),,20(13),1968,1.3,0.4,0.6,-,0.3,0.9,0.1,-,6.52
250,Delano Burgzorg Heracles,23, AM(L),,24(8),2055,0.6,0.3,0.8,0.1,0.3,0.5,-,-,6.52
251,Daniel Arzani FC Utrecht,22, Midfielder,,0(4),59,0.5,0.3,-,-,-,0.5,-,-,6.52
252,Josua John VVV-Venlo,33, AM(LR),,15(10),1348,0.8,0.4,0.4,-,0.8,0.6,0.2,-,6.52
253,Robbin Ruiter Willem II,34, GK,,10,875,-,-,-,-,0.7,0.1,-,-,6.52
254,Driess Saddiki Willem II,25, DMC,,12(2),949,2.1,2.6,0.9,-,0.8,2.4,0.3,-,6.52
255,Jan-Arie van der Heijden Willem II,33, D(C),,11(3),1036,0.9,1.3,0.4,0.1,2.8,0.6,0.9,-,6.52
256,Richard van der Venne RKC Waalwijk,29, AM(C),,25(4),2060,1,0.7,2,-,0.5,0.9,0.1,-,6.51
257,Michael Heylen Sparta Rotterdam,27, D(C),,26(2),2217,1.3,1.4,0.6,0.7,3.3,0.5,0.5,-,6.51
258,Rico Strieder PEC Zwolle,29, DMC,,17(7),1260,1.5,1.4,0.6,0.1,0.8,0.7,-,-,6.51
259,Paul Gladon FC Emmen,29, FW,,3(10),461,0.3,-,1.1,-,0.5,0.4,-,-,6.51
260,Arjen Robben FC Groningen,37, M(CLR),FW,2(4),174,0.2,-,0.2,-,-,0.5,-,-,6.51
261,Oussama Idrissi Ajax,25, AM(LR),,1(6),207,0.6,-,0.6,-,-,0.6,-,-,6.51
262,Derrick Köhn Willem II,22, D(L),,30(1),2565,2,1.5,1.1,0.2,2.1,0.5,0.2,1,6.51
263,Immanuel Pherai PEC Zwolle,20, AM(L),,15(12),1585,1,0.2,1.5,-,0.2,0.7,0.1,-,6.5
264,Eric Oelschlägel FC Utrecht,26, GK,,23,2070,-,-,0.1,-,0.9,-,-,-,6.49
265,João Teixeira Feyenoord,28, AM(CLR),,8(10),887,0.6,0.3,0.5,-,0.2,1.1,-,-,6.49
266,Vurnon Anita RKC Waalwijk,32, D(LR),DMC,29,2560,1.9,1.6,1.3,-,0.7,0.8,0.2,-,6.49
267,Jaroslaw Jach Fortuna Sittard,27, D(C),,2(1),195,2.3,2,0.3,-,4,0.7,1.7,1,6.49
268,Yorbe Vertessen PSV Eindhoven,20, Forward,,6(9),510,0.4,0.1,0.3,-,0.1,0.5,-,-,6.49
269,John Yeboah Willem II,21, AM(R),,1(8),308,0.9,0.4,0.4,-,-,0.3,-,-,6.49
270,Miquel Nelom Willem II,31, D(L),,5(2),437,1.9,1.0,0.4,0.1,1.6,0.1,0.3,-,6.48
271,Dennis Telgenkamp FC Emmen,34, GK,,14,1260,0.1,0.1,-,-,0.3,0.1,-,-,6.48
272,Peet Bijen ADO Den Haag,26, D(C),,6,540,0.3,1.0,0.3,0.5,5.7,0.3,0.8,-,6.48
273,Mats Knoester Heracles,22, D(C),,22(5),1990,1.3,0.9,0.6,0.2,2.2,0.3,0.5,-,6.48
274,Christos Donis VVV-Venlo,27, M(C),,8(1),546,0.8,1.0,0.6,-,1,0.4,0.2,-,6.48
275,Silvinho Esajas ADO Den Haag,19, Defender,,0(2),42,1.0,1.5,0.5,-,-,-,2,-,6.48
276,Damil Dankerlui FC Groningen,25, D(R),M(CR),21(7),1990,1.9,1.1,0.8,0.1,1,1.2,0.1,-,6.48
277,Eliano Reijnders PEC Zwolle,21, AM(CR),,17(12),1644,1.4,0.4,0.5,-,0.5,1,0.1,-,6.47
278,Marco van Ginkel PSV Eindhoven,28, M(C),,3(8),354,0.6,0.3,0.5,-,0.5,0.3,-,-,6.47
279,Mike van Duinen PEC Zwolle,30, AM(LR),FW,12(11),1195,0.9,0.2,0.3,-,0.7,0.7,-,-,6.47
280,Wesley Spieringhs Willem II,19, DMC,,13(8),1165,2.0,1.6,0.9,-,0.8,1,0.3,-,6.47
281,Dean Huiberts PEC Zwolle,21, M(C),,25(4),2014,1.9,1.1,1.2,-,0.5,1.7,0.2,-,6.47
282,Arjen van der Heide SC Heerenveen,19, AM(L),,6(8),637,1.6,0.4,1,-,0.5,0.5,0.2,-,6.47
283,Arijanet Muric Willem II,23, GK,,14,1260,0.2,-,-,-,0.8,-,-,-,6.47
284,Samy Bourard ADO Den Haag,25, AM(C),,10(7),928,0.9,0.5,1.2,-,0.3,1.4,0.2,-,6.47
285,Pelle Clement PEC Zwolle,25, M(CL),FW,13(10),1292,0.7,0.7,0.5,-,0.8,1,0.3,-,6.46
286,Tomas Hajek Vitesse,29, D(C),,8(6),762,0.9,0.8,0.6,0.2,1.6,0.3,0.3,-,6.46
287,Jesper Drost PEC Zwolle,28, AM(CLR),,13(11),1230,1.4,0.7,0.6,-,0.6,0.7,0.1,-,6.46
288,Orestis Kiomourtzoglou Heracles,23, DMC,,17(10),1515,1.7,1.3,1.1,-,1.1,0.9,0.6,-,6.46
289,Steffen Schäfer VVV-Venlo,27, D(CL),,11(2),979,1.9,2,0.5,-,2.1,1,0.3,-,6.46
290,Justin Hoogma FC Utrecht,23, D(C),,14(5),1343,0.6,0.6,0.4,-,1.7,-,0.3,-,6.46
291,Clint Leemans PEC Zwolle,26, M(CR),,7(9),587,0.3,0.1,0.2,-,0.3,0.5,-,-,6.46
292,Lucas Bernadou FC Emmen,21, DMC,,14(5),1150,1.6,1.1,0.6,-,0.6,1.2,0.2,-,6.45
293,Hilal Ben Moussa FC Emmen,29, DMC,,14(9),1261,1.5,1.1,0.6,-,1.2,0.6,0.1,-,6.45
294,Marc-Olivier Doué PEC Zwolle,21, Defender,,1(5),199,1.8,1.5,0.5,0.3,0.7,1.2,0.2,-,6.45
295,Thomas Lam PEC Zwolle,27, D(C),DMC,23(3),2073,1.0,0.9,1.3,0.5,3.3,0.4,0.4,-,6.45
296,Patrick Joosten FC Groningen,25, AM(CLR),FW,14(11),1114,0.3,0.1,0.4,-,0.2,0.3,-,-,6.45
297,Nick Bakker FC Emmen,29, D(C),,24(4),2189,0.5,1.0,0.9,0.2,3.1,0.3,0.7,-,6.44
298,Tijjani Reijnders AZ Alkmaar,23, DMC,,6(16),724,0.6,0.8,0.3,-,0.2,0.3,0.2,-,6.44
299,Luka Ilic Twente,22, AM(C),,14(10),1312,0.9,0.5,0.4,-,0.4,0.7,-,-,6.44
300,Nikolai Laursen FC Emmen,23, AM(R),,14(15),1438,0.6,0.2,0.4,-,0.4,0.4,-,-,6.44
301,Mateo Les Heracles,21, Defender,,1(2),155,1,1.0,1,-,1.7,0.7,1,-,6.44
302,George Johnston Feyenoord,23, D(C),,1(3),117,0.3,0.8,-,-,2.8,-,0.3,-,6.44
303,Jorrit Hendrix PSV Eindhoven,26, D(C),DMC,3(6),406,1,0.4,0.6,-,0.4,0.4,0.1,-,6.43
304,Dario Dumic Twente,29, D(C),,17(7),1589,0.8,0.5,0.8,0.5,2.6,0.3,0.3,1,6.43
305,Kees de Boer ADO Den Haag,21, M(C),,16(4),1291,1.2,1.9,1,-,0.9,0.6,0.3,-,6.43
306,Jorn Brondeel Willem II,28, GK,,10(1),925,-,0.1,-,-,1.2,-,-,-,6.43
307,Eljero Elia FC Utrecht,34, AM(LR),FW,10(10),766,0.7,0.2,0.4,-,0.3,0.4,-,-,6.43
308,Leeroy Owusu Willem II,25, D(LR),,29,2524,1.6,1.0,0.6,0.2,1.7,0.6,0.2,-,6.42
309,Aliou Balde Feyenoord,18, Forward,,0(3),40,0.7,0.3,0.3,-,-,-,-,-,6.42
310,Michael Zetterer PEC Zwolle,26, GK,,19,1710,0.1,0.1,-,-,0.6,0.2,-,-,6.42
311,Jesse Bosch Twente,21, AM(C),,26(6),2247,1.7,0.9,1.3,-,0.5,0.9,0.1,-,6.41
312,Zakaria Aboukhlal AZ Alkmaar,21, AM(R),,6(18),732,0.4,0.1,0.8,-,0.2,0.4,-,1,6.41
313,Lars Unnerstall PSV Eindhoven,31, GK,,1,90,-,-,-,-,-,1.0,-,-,6.41
314,Dario Del Fabro ADO Den Haag,26, D(C),,15(4),1417,0.6,1.1,0.5,0.3,4.8,0.3,1.1,-,6.41
315,Adrian Fein PSV Eindhoven,22, DMC,,4(9),405,0.2,0.5,0.2,-,0.1,0.5,-,-,6.41
316,Freek Heerkens Willem II,32, D(CLR),DMC,11(3),914,1.9,0.9,0.6,0.1,1.5,0.6,0.3,-,6.41
317,Ricardo Kishna ADO Den Haag,26, AM(LR),,13(3),899,0.4,0.4,0.2,-,0.4,0.4,-,-,6.4
318,Miguel Angel Leal FC Groningen,24, Defender,,3(7),336,1,0.5,0.3,0.1,1.3,0.5,0.2,-,6.39
319,Tim Breukers Heracles,34, D(LR),,21(5),1878,1.8,1.4,0.9,-,1,0.6,0.1,-,6.39
320,Janis Blaswich Heracles,30, GK,,26,2326,-,-,-,-,0.6,-,-,-,6.39
321,Richard Ledezma PSV Eindhoven,21, Midfielder,,1(2),92,0.3,-,0.3,-,-,-,-,-,6.39
322,Vicente Besuijen ADO Den Haag,20, AM(LR),,23(7),2040,0.6,0.6,0.6,-,0.2,0.3,0.2,-,6.39
323,Mario Engels Sparta Rotterdam,28, AM(CLR),FW,16(11),1438,0.4,0.3,1.3,-,0.1,0.4,-,-,6.39
324,Reza Ghoochannejhad PEC Zwolle,34, AM(CR),FW,7(14),686,0.1,0.1,0.2,-,-,-,-,-,6.39
325,Michael Verrips FC Emmen,24, GK,,14,1260,0.1,-,0.1,-,0.7,-,-,-,6.38
326,Benaissa Benamar FC Utrecht,24, Defender,,2(1),179,-,0.3,0.7,-,1.3,0.7,0.3,-,6.38
327,Finn Stokkers RKC Waalwijk,25, FW,,16(14),1519,0.5,0.1,0.7,-,0.5,0.3,0.2,-,6.38
328,Patrick Vroegh Vitesse,21, M(C),,3(13),517,0.9,0.4,0.4,-,0.4,0.6,-,-,6.38
329,Noah Fadiga Heracles,21, D(R),,12(3),1088,1.2,1.3,0.9,0.1,1.1,1,0.3,1,6.37
330,Dante Rigo ADO Den Haag,22, DMC,,9(2),824,1.7,1.5,1.1,0.1,1.2,1.4,0.5,-,6.37
331,Jorrit Smeets Fortuna Sittard,26, DMC,,10(5),867,1.7,1.4,0.5,0.1,0.9,1.6,0.1,-,6.36
332,Christian Kum VVV-Venlo,36, D(CLR),,15(9),1374,1,1.8,0.8,0.1,2.8,0.3,0.6,-,6.36
333,Sam Lammers PSV Eindhoven,24, FW,,1,51,-,-,-,-,-,1,-,-,6.36
334,Daryl Janmaat ADO Den Haag,32, D(CR),M(R),3(1),263,1.3,0.5,0.3,0.3,1.8,0.3,0.8,-,6.36
335,Abdenasser El Khayati ADO Den Haag,32, AM(C),,11,871,0.7,-,0.2,-,0.2,0.7,-,-,6.35
336,Jonas Arweiler ADO Den Haag,24, FW,,11(14),1126,-,-,0.4,-,0.9,0.1,0.1,-,6.35
337,Teun Bijleveld Heracles,23, M(C),,11(9),1062,1.3,1.1,0.7,-,0.3,0.9,-,-,6.35
338,Görkem Saglam Willem II,23, AM(C),,14(7),1266,1.7,0.3,1.1,-,0.5,0.9,0.2,-,6.34
339,Michael Brouwer Heracles,28, GK,,6(1),554,-,-,-,-,0.7,-,-,-,6.34
340,Emil Bergström FC Utrecht,28, D(CL),,4(5),416,0.4,0.6,0.3,0.1,2.7,0.2,0.4,-,6.34
341,Rami Al Hajj SC Heerenveen,20, Midfielder,,2(21),571,0.6,0.5,0.3,-,0.1,-,0.1,-,6.34
342,Jafar Arias VVV-Venlo,26, FW,,11(18),1274,0.3,0.1,0.9,-,0.2,0.2,0.1,-,6.33
343,Nicolas Olsak RKC Waalwijk,29, M(C),,6(2),510,0.6,1.3,1.3,-,0.9,0.9,0.4,-,6.33
344,Ilay Elmkies ADO Den Haag,21, Midfielder,,4(5),371,1.2,0.9,0.6,-,0.7,0.3,-,-,6.33
345,Mohamed Rayhi Sparta Rotterdam,27, AM(CL),FW,3,270,1.7,0.3,1.3,-,0.3,1.7,0.3,-,6.33
346,David Min RKC Waalwijk,22, Forward,,0(5),88,0.6,-,0.2,-,0.2,-,-,-,6.32
347,Kasper Lunding Jakobsen Heracles,22, AM(R),,6(13),573,1,0.2,0.6,-,-,0.6,-,-,6.32
348,Jeremy Van Mullem Sparta Rotterdam,22, Defender,,0(1),16,-,2,-,-,-,1,-,-,6.32
349,Sergiño Dest Ajax,21, D(LR),M(R),0(3),74,0.7,0.3,0.3,-,0.3,0.3,0.3,-,6.32
350,Kristopher Da Graca VVV-Venlo,23, D(C),,19(1),1687,0.9,1.4,0.6,0.6,3.7,0.4,0.6,1,6.32
351,Youness Mokhtar ADO Den Haag,30, AM(LR),,5(5),509,0.7,0.4,0.6,-,-,0.7,-,-,6.32
352,Oliver Batista Meier SC Heerenveen,20, AM(C),,10(5),694,0.5,0.1,0.5,-,0.3,0.5,0.1,-,6.32
353,Danzell Gravenberch Sparta Rotterdam,27, Forward,,3(17),523,0.3,-,0.4,-,0.1,0.2,-,-,6.31
354,Jordens Peters Willem II,34, D(C),,13(5),1152,0.8,1.3,1.0,0.2,2.7,0.3,1,-,6.31
355,Ole Romeny Willem II,21, Forward,,2(9),354,0.8,0.2,0.5,-,0.6,0.1,-,-,6.31
356,Giovanni Troupée FC Utrecht,23, D(R),,1(5),253,1.3,0.7,0.2,-,0.7,0.2,-,-,6.31
357,Felix Wiedwald FC Emmen,31, GK,,6,540,-,-,0.2,-,0.7,-,-,-,6.31
358,Halil Dervisoglu Twente,21, FW,,2(7),227,0.6,-,0.4,-,-,0.4,-,-,6.31
359,Tobias Pachonik VVV-Venlo,26, D(R),,28(1),2449,1.1,0.7,0.6,0.2,1.9,0.5,0.2,-,6.3
360,Torino Hunte VVV-Venlo,30, AM(L),,12(9),1057,0.9,0.2,0.8,-,0.5,0.3,-,-,6.3
361,Håkon Evjen AZ Alkmaar,21, Midfielder,,2(7),241,1.0,0.3,0.2,-,-,1,-,-,6.3
362,Ahmed Kutucu Heracles,21, FW,,3(12),393,0.6,-,0.2,-,0.2,0.3,0.1,-,6.3
363,David Lennart Philipp ADO Den Haag,21, Midfielder,,4(11),541,0.9,0.5,0.7,-,0.1,0.7,0.1,-,6.3
364,Jop van der Avert Willem II,21, Defender,,1(2),127,0.3,-,0.3,0.7,2.3,-,0.3,-,6.3
365,Sylla Sow RKC Waalwijk,25, AM(LR),FW,11(17),1129,0.6,0.1,0.8,-,0.1,0.4,-,-,6.3
366,Robbert de Vos FC Emmen,25, AM(L),,3(10),356,0.8,-,0.5,-,0.5,0.4,0.2,-,6.3
367,Róbert Bozeník Feyenoord,21, FW,,4(11),445,0.5,0.1,0.7,-,0.2,0.1,-,-,6.29
368,Arjan Swinkels VVV-Venlo,37, D(C),,12(8),1089,0.8,1.8,0.3,0.3,3.3,0.3,0.4,-,6.29
369,Lucas Pratto Feyenoord,33, FW,,2(5),215,0.4,0.1,0.1,-,0.4,0.3,-,-,6.29
370,Casper Staring Twente,20, Midfielder,,1(5),150,0.8,0.8,0.5,0.7,0.8,0.3,0.2,-,6.29
371,Tristan Dekker VVV-Venlo,23, D(R),,13(2),1108,1.5,1.1,0.5,0.1,1.7,1,0.5,-,6.29
372,Victor van den Bogert Willem II,22, Defender,,1(4),178,0.6,0.4,0.2,-,0.8,-,-,-,6.29
373,Moussa Sylla FC Utrecht,21, AM(R),FW,4(17),644,0.3,0.2,0.3,-,-,0.1,-,-,6.28
374,Idrissa Touré Vitesse,23, Midfielder,,4(16),536,0.9,0.5,0.8,0.1,0.4,0.7,-,-,6.28
375,Morad El Haddouti RKC Waalwijk,23, Forward,,0(6),154,1,0.2,0.8,-,0.2,0.7,-,-,6.28
376,Mats Köhlert Willem II,23, AM(L),,15(17),1445,0.6,0.7,0.5,-,0.3,0.7,-,-,6.28
377,Sylian Mokono FC Utrecht,22, Defender,,0(2),44,-,1.0,1.5,-,0.5,-,1,-,6.28
378,James Efmorfidis RKC Waalwijk,25, AM(R),,5(2),369,0.6,0.9,0.4,-,-,0.4,-,-,6.27
379,Roy Gelmi VVV-Venlo,26, D(C),,21(3),1843,1.1,1.3,0.7,0.3,3,0.8,0.8,-,6.27
380,Guus Hupperts VVV-Venlo,29, AM(LR),,5(6),455,0.6,0.3,0.5,-,0.7,1,-,-,6.27
381,Jordy Wehrmann Feyenoord,22, Midfielder,,1(6),128,0.4,0.3,0.1,-,0.9,0.3,-,-,6.27
382,Ravel Morrison ADO Den Haag,28, M(C),,1(3),132,-,-,0.8,-,0.3,0.3,-,-,6.27
383,Maarten Paes FC Utrecht,23, GK,,8,720,-,-,-,-,0.1,-,-,-,6.27
384,Marko Kolar FC Emmen,26, AM(LR),FW,9(5),663,0.4,0.1,0.5,-,0.1,-,0.1,-,6.27
385,Juan Familia-Castillo ADO Den Haag,21, D(L),,9(7),820,1.1,0.8,0.3,0.2,1.3,0.5,0.1,-,6.26
386,Lindon Selahi Willem II,22, M(C),,3(13),456,1,1.1,0.5,-,0.4,0.7,0.1,-,6.26
387,Dylan Vente Feyenoord,22, FW,,0(1),12,-,-,-,-,-,-,-,-,6.26
388,Marouan Azarkan Feyenoord,19, Forward,,0(1),9,1,-,-,-,-,-,-,-,6.26
389,Urby Emanuelson FC Utrecht,35, D(L),M(CLR),1(12),240,0.5,0.7,0.1,-,0.2,0.1,-,-,6.26
390,Sebbe Augustijns RKC Waalwijk,22, Midfielder,,0(8),147,0.4,0.6,1.1,0.1,0.9,0.3,0.3,-,6.25
391,Rick Zuijderwijk Willem II,20, Midfielder,,0(2),28,1.5,0.5,-,-,0.5,0.5,0.5,-,6.24
392,Paulos Abraham FC Groningen,19, Forward,,2(11),353,0.8,-,0.4,-,0.1,0.4,-,-,6.24
393,Jamal Amofa ADO Den Haag,22, D(C),,5(1),458,2.7,1.7,0.5,0.7,2,1.2,0.8,-,6.24
394,Adrián Dalmau FC Utrecht,27, FW,,5(14),659,0.2,-,0.7,-,0.3,0.3,-,-,6.24
395,Paul Gladon Willem II,29, FW,,1(3),134,0.5,0.3,0.8,-,0.5,0.5,0.3,-,6.24
396,Lindon Selahi Twente,22, M(C),,0(5),59,1.0,0.8,0.2,-,-,0.6,-,-,6.24
397,Nathangelo Markelo Twente,22, Defender,,3(10),384,1.4,0.8,0.6,0.2,0.3,0.5,0.2,-,6.24
398,Rav van den Berg PEC Zwolle,17, Defender,,1,90,1.0,1,-,-,4,-,1,-,6.24
399,Alexei Coselev Fortuna Sittard,27, GK,,6(2),614,0.1,0.1,-,-,1.9,0.1,-,-,6.24
400,Bobby Adekanye ADO Den Haag,22, AM(R),,11(3),747,0.6,0.1,0.7,-,0.4,0.4,-,-,6.24
401,Desevio Payne FC Emmen,25, D(LR),,0(2),30,1,-,-,-,2.5,0.5,-,-,6.24
402,Joël van Kaam FC Groningen,19, Defender,,3(3),233,1,0.8,1.5,0.2,0.3,0.3,0.2,-,6.24
403,Samir Lagsir PEC Zwolle,18, Midfielder,,0(4),32,-,-,-,-,-,0.5,-,-,6.24
404,Thomas Buitink Vitesse,21, FW,,1(13),295,0.1,-,0.3,-,0.1,0.4,-,-,6.23
405,Thijs van Leeuwen Twente,20, Midfielder,,5(16),482,0.5,0.3,0.5,-,-,0.5,-,-,6.23
406,Juriën Gaari RKC Waalwijk,27, D(R),,5(4),457,0.7,1.3,0.7,0.3,1,0.1,0.1,-,6.23
407,Daan Huisman Vitesse,19, Midfielder,,4(16),564,0.6,0.3,0.2,0.1,0.3,0.4,-,-,6.23
408,Erick Gutiérrez PSV Eindhoven,26, DMC,,1(7),151,0.9,0.6,0.6,-,0.4,0.1,-,-,6.23
409,Stan van Dijck VVV-Venlo,21, Defender,,0(7),145,0.4,0.7,0.3,-,1,-,0.1,-,6.22
410,Vitalie Damascan RKC Waalwijk,22, FW,,5(14),547,-,0.1,0.5,-,0.3,0.1,-,-,6.22
411,Daan Rots Twente,20, AM(R),,1(10),224,0.7,-,0.5,-,-,0.1,-,-,6.22
412,Lukas Schmitz VVV-Venlo,33, D(L),M(CL),9(3),843,1.3,1.3,0.7,-,2.5,1,0.3,-,6.22
413,Bassala Sambou Fortuna Sittard,24, FW,,0(3),35,-,-,0.7,-,-,-,-,-,6.22
414,Yahcuroo Roemer VVV-Venlo,20, AM(R),,6(9),675,0.9,0.3,0.4,-,0.3,0.4,-,-,6.22
415,Pascu ADO Den Haag,21, M(C),,6(7),608,0.8,0.6,0.5,-,0.7,0.9,0.1,-,6.22
416,Remco Balk FC Groningen,20, Forward,,3(8),289,0.4,-,0.6,-,-,0.3,-,-,6.22
417,Michael Chacón FC Emmen,27, DMC,M(L),8(3),752,1.2,1.2,1.3,-,1.3,1.1,0.3,-,6.21
418,Elias Sierra-Cappelleti Heracles,20, Midfielder,,1(4),136,0.6,0.2,-,-,-,0.6,-,-,6.21
419,Lassana Faye ADO Den Haag,23, D(L),,12,1025,1.4,0.8,0.5,0.1,2.2,0.4,0.5,-,6.21
420,Reda Kharchouch Sparta Rotterdam,26, Forward,,0(19),386,0.3,0.2,0.5,-,0.2,0.1,-,-,6.21
421,Destan Bajselmani PEC Zwolle,22, Defender,,4(2),350,0.8,1.7,1.3,-,1.5,1,0.2,-,6.2
422,Dimitrios Emmanouilidis Fortuna Sittard,21, Forward,,0(6),80,-,0.3,0.3,-,-,-,-,-,6.2
423,Branislav Ninaj Fortuna Sittard,27, D(C),,4(4),384,1.3,1.4,1.0,0.4,2.9,1,0.3,-,6.2
424,Ayman Azhil RKC Waalwijk,20, DMC,,8(14),1050,1,0.3,1.4,-,0.8,1.1,0.1,-,6.2
425,Keziah Veendorp FC Emmen,24, D(C),DMC,14(11),1370,0.9,0.6,0.5,0.1,1.4,0.6,0.4,-,6.2
426,Thierry Lutonda RKC Waalwijk,21, D(L),,5(16),728,0.6,0.6,0.2,-,0.8,0.7,0.2,-,6.2
427,Naoufal Bannis Feyenoord,19, Forward,,0(6),74,0.2,-,0.8,-,-,-,-,-,6.2
428,Clint Essers Fortuna Sittard,24, D(R),,1(3),98,0.8,0.3,0.8,-,0.5,1,0.3,-,6.19
429,Million Manhoef Vitesse,19, Defender,,3(8),320,0.4,0.1,0.5,-,0.4,0.4,-,-,6.19
430,Victor Jensen Ajax,21, Midfielder,,0(1),16,-,-,-,-,-,-,-,-,6.19
431,Syb van Ottele SC Heerenveen,19, Defender,,2(1),201,2.3,1,0.7,-,1.3,2.3,-,-,6.19
432,Emanuel Emegha Sparta Rotterdam,18, FW,,1(15),370,0.2,0.1,0.8,-,-,-,-,-,6.18
433,Ismael Saibari PSV Eindhoven,20, Midfielder,,0(1),2,-,-,-,-,-,1,-,-,6.18
434,Sam Schreck FC Groningen,22, M(C),,2(11),320,0.6,0.4,0.5,-,-,0.2,-,-,6.18
435,Enrico Hernández Vitesse,20, Forward,,1(1),79,1.5,1,0.5,-,0.5,1,-,-,6.17
436,Kenzo Goudmijn AZ Alkmaar,19, Midfielder,,0(3),15,0.7,-,-,-,-,0.7,-,-,6.17
437,Jean-Pierre Rhyner FC Emmen,25, Defender,,1(1),71,1,0.5,1,1,1.5,0.5,-,-,6.15
438,Couhaib Driouech SC Heerenveen,19, Forward,,1(4),111,0.8,-,0.4,-,0.6,1.4,-,-,6.15
